단축코드,표준코드,한글명,그룹코드,시가총액규모,지수업종대분류,지수업종중분류,지수업종소분류,제조업,저유동성,지배구조지수종목,KOSPI200섹터업종,KOSPI100,KOSPI50,KRX,ETP,ELW발행,KRX100,KRX자동차,KRX반도체,KRX바이오,KRX은행,SPAC,KRX에너지화학,KRX철강,단기과열,KRX미디어통신,KRX건설,Non1,KRX증권,KRX선박,KRX섹터_보험,KRX섹터_운송,SRI,기준가,매매수량단위,시간외수량단위,거래정지,정리매매,관리종목,시장경고,경고예고,불성실공시,우회상장,락구분,액면변경,증자구분,증거금비율,신용가능,신용기간,전일거래량,액면가,상장일자,상장주수,자본금,결산월,공모가,우선주,공매도과열,이상급등,KRX300,KOSPI,매출액,영업이익,경상이익,당기순이익,ROE,기준년월,시가총액,그룹사코드,회사신용한도초과,담보대출가능,대주가능
114460,KR7114460009,ACE 국고채3년,EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,102310,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,86,0,20090731,210,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,214,,N,N,N
114470,KR7114470008,KOSEF 국고채3년,EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,108795,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,129,0,20090731,240,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,261,,N,N,N
114800,KR7114800006,KODEX 인버스,EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,4615,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,12536476,0,20090916,131100,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,6050,,N,N,N
114820,KR7114820004,TIGER 국채3년,EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,106120,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,675,0,20090827,669,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,709,,N,N,N
115390,KR7115390007,락앤락,ST,3.0,0,8,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,6300,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,90317,500,20100128,43326,24062983500,12.0,,0,,N,N,Y,3486,-206,-212,-255,-5.78,20230930.0,2729,,N,N,N
117460,KR7117460006,KODEX 에너지화학,EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,15625,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,3365,0,20091012,770,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,120,,N,N,N
117580,KR7117580001,대성에너지,ST,3.0,0,17,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,7860,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,160181,1000,20101224,27500,27500000000,12.0,,0,,N,N,Y,6900,67,74,57,2.43,20230930.0,2161,,N,N,N
117680,KR7117680009,KODEX 철강,EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,9345,1,1,N,N,N,0,N,N,N,0,0,0,50,N,90,38030,0,20091030,3080,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,287,,N,N,N
117690,KR7117690008,TIGER 차이나항셍25,EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,12815,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,410,0,20091021,450,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,57,,N,N,N
117700,KR7117700005,KODEX 건설,EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,3410,1,1,N,N,N,0,N,N,N,0,0,0,50,N,90,64440,0,20091030,7400,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,252,,N,N,N
118000,KR7118000009,에스메디,ST,3.0,0,16,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,401,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,109458,500,20091230,142777,71388681500,12.0,,0,,N,N,Y,128,6,-33,-39,-3.9,20230930.0,572,,N,N,N
119650,KR7119650000,KC코트렐,ST,3.0,0,12,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,1555,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,289692,500,20100129,50935,25467715000,12.0,,0,,N,N,Y,3298,9,-84,-74,-14.74,20230930.0,792,,N,N,N
120030,KR7120030002,조선선재,ST,3.0,0,12,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,100800,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1145,500,20100219,1257,628825500,12.0,,0,,N,N,Y,670,94,132,105,8.02,20221231.0,1267,,N,N,N
120110,KR7120110002,코오롱인더,ST,2.0,0,8,0,Y,N,N,4,N,N,Y,,N,N,N,N,N,N,N,Y,N,0,N,N,,N,N,N,N,N,43850,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,49123,5000,20100201,27519,137595455000,12.0,,0,,N,Y,Y,37598,1167,999,588,2.54,20230930.0,12067,KOL,N,N,N
120115,KR7120111000,코오롱인더우,ST,0.0,0,8,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,23800,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,2968,5000,20100201,2767,13839300000,12.0,,1,,N,N,N,0,0,0,0,0.0,,658,,N,N,N
122090,KR7122090004,ARIRANG 코스피50,EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,23045,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,27555,0,20100107,1050,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,241,,N,N,N
122260,KR7122260003,KOSEF 통안채1년,EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,104765,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,332,0,20100114,400,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,419,,N,N,N
122630,KR7122630007,KODEX 레버리지,EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,16070,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,9795073,0,20100222,126250,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,20288,,N,N,N
122900,KR7122900004,아이마켓코리아,ST,3.0,0,16,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,8340,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,53372,500,20100730,33428,18166670000,12.0,,0,,N,N,Y,25005,394,196,137,2.58,20230930.0,2787,,N,N,N
123310,KR7123310005,TIGER 인버스,EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,5165,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,223821,0,20100329,7700,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,397,,N,N,N
123320,KR7123320004,TIGER 레버리지,EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,15715,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,29842,0,20100409,2800,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,440,,N,N,N
123690,KR7123690000,한국화장품,ST,3.0,0,16,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,6660,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,81658,500,20100601,16068,8034000000,12.0,,0,,N,N,Y,582,37,39,39,20.93,20230930.0,1070,,N,N,N
123700,KR7123700007,SJM,ST,3.0,0,15,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,3635,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,68902,500,20100531,15604,7802449000,12.0,,0,,N,N,Y,1481,125,225,162,11.99,20230930.0,567,,N,N,N
123890,KR7123890006,한국자산신탁,ST,3.0,0,21,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,3350,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,79331,500,20160713,123977,61988876000,12.0,,0,,N,N,Y,1302,596,1119,855,17.78,20230630.0,4153,,N,N,N
126560,KR7126560002,현대퓨처넷,ST,3.0,0,20,0,N,N,N,0,N,N,Y,,N,N,N,N,N,N,N,N,N,0,Y,N,,N,N,N,N,N,3255,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,183701,500,20101223,110202,55101472500,12.0,,0,,N,N,Y,1294,64,236,196,2.24,20230930.0,3587,Z35,N,N,N
126720,KR7126720002,수산인더스트리,ST,3.0,0,18,0,N,N,,0,N,N,N,,N,N,,,,,N,,,0,,,,,,,,,19310,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,31168,200,20220801,14286,2857200000,12.0,,0,,N,N,Y,2412,373,483,372,10.45,20230930.0,2758,,N,N,N
128820,KR7128820008,대성산업,ST,3.0,0,16,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,3455,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,237208,5000,20100730,45235,226177390000,12.0,,0,,N,N,Y,11966,172,6,133,2.81,20230930.0,1562,,N,N,N
128940,KR7128940004,한미약품,ST,1.0,0,9,0,Y,N,N,A,Y,N,Y,,N,Y,N,N,Y,N,N,N,N,0,N,N,,N,N,N,N,N,305000,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,23041,2500,20100730,12562,31405395000,12.0,,0,,N,Y,Y,10685,1506,1371,1290,16.26,20230930.0,38314,,N,N,N
129260,KR7129260006,인터지스,ST,3.0,0,19,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,2480,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,38709,500,20111216,29747,14873937000,12.0,,0,,N,N,Y,4572,217,227,178,8.93,20230930.0,737,,N,N,N
130660,KR7130660004,한전산업,ST,3.0,0,26,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,7320,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,66288,500,20101216,32600,16300000000,12.0,,0,,N,N,Y,2724,255,253,198,25.69,20230930.0,2386,,N,N,N
130680,KR7130680002,TIGER 원유선물Enhanced(H),EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,4265,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,69988,0,20100802,5350,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,228,,N,N,N
130730,KR7130730005,KOSEF 단기자금,EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,104585,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,871,0,20100729,1578,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,1650,,N,N,N
131890,KR7131890006,ACE 삼성그룹동일가중,EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,16495,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,410,0,20100917,500,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,82,,N,N,N
132030,KR7132030008,KODEX 골드선물(H),EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,12770,1,1,N,N,N,0,N,N,N,0,0,0,40,N,90,130889,0,20101001,13500,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,1723,,N,N,N
133690,KR7133690008,TIGER 미국나스닥100,EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,92675,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,79100,0,20101018,26840,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,24873,,N,N,N
133820,KR7133820001,화인베스틸,ST,3.0,0,11,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,1355,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,26192,500,20140722,29918,16234059000,12.0,,0,,N,N,Y,1396,7,-28,-26,-3.29,20221231.0,405,,N,N,N
134380,KR7134380005,미원화학,ST,3.0,0,8,0,Y,Y,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,68100,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,37,1000,20110215,2199,2404080000,12.0,,0,,N,N,Y,2352,190,209,163,12.87,20221231.0,1497,,N,N,N
134790,KR7134790005,시디즈,ST,3.0,0,0,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,27500,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,3198,500,20110125,2000,1000000000,12.0,,0,,N,N,Y,1524,1,33,27,5.66,20230930.0,550,,N,N,N
136340,KR7136340007,KBSTAR 중기우량회사채,EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,104220,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,649,0,20110415,650,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,677,,N,N,N
136490,KR7136490000,선진,ST,3.0,0,5,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,7020,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,24566,500,20110216,23779,11889802000,12.0,,0,,N,N,Y,14385,781,119,31,1.19,20230930.0,1669,HRM,N,N,N
137310,KR7137310009,에스디바이오센서,ST,2.0,0,14,0,Y,N,,A,Y,N,Y,,N,Y,,,,,N,,,0,,,,,,,,,11700,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,480154,500,20210716,124477,62239087500,12.0,,0,,N,Y,Y,4961,-2185,-2967,-3693,-16.79,20230930.0,14563,,N,N,N
137610,KR7137610002,TIGER 농산물선물Enhanced(H),EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,6995,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,3107,0,20110111,2600,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,181,,N,N,N
138040,KR7138040001,메리츠금융지주,ST,1.0,0,21,0,N,N,N,6,Y,N,Y,,Y,Y,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,55200,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,375610,500,20110513,208217,113093927000,12.0,,0,,N,Y,Y,306638,15979,16089,12033,38.2,20230630.0,114936,,N,N,N
138230,KR7138230008,KOSEF 미국달러선물,EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,14460,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1896,0,20110224,2290,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,331,,N,N,N
138490,KR7138490008,코오롱플라스틱,ST,3.0,0,8,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,7500,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,128598,1000,20110615,38000,38000000000,12.0,,0,,N,N,Y,3504,265,289,219,11.08,20230930.0,2850,KOL,N,N,N
138520,KR7138520002,TIGER 삼성그룹펀더멘털,EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,11360,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,927,0,20110307,2600,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,295,,N,N,N
138530,KR7138530001,TIGER LG그룹+펀더멘털,EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,7910,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,10314,0,20110310,1540,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,121,,N,N,N
138540,KR7138540000,TIGER 현대차그룹+펀더멘털,EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,23485,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,14203,0,20110310,5840,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,1371,,N,N,N
138910,KR7138910005,KODEX 구리선물(H),EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,6640,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,3838,0,20110315,1700,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,112,,N,N,N
138920,KR7138920004,KODEX 콩선물(H),EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,14655,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1000,0,20110315,500,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,73,,N,N,N
138930,KR7138930003,BNK금융지주,ST,2.0,0,21,0,N,N,Y,6,N,N,Y,,N,N,N,N,N,Y,N,N,N,0,N,N,,N,N,N,N,Y,7180,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,521817,5000,20110330,322088,1629676230000,12.0,,0,,N,Y,Y,48913,6014,6182,4757,9.17,20230630.0,23125,,N,N,N
139130,KR7139130009,DGB금융지주,ST,2.0,0,21,0,N,N,Y,6,N,N,Y,,N,N,N,N,N,Y,N,N,N,0,N,N,,N,N,N,N,Y,8430,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,469401,5000,20110607,169145,845729165000,12.0,,0,,N,Y,Y,41889,4212,4178,3286,10.94,20230630.0,14258,,N,N,N
139220,KR7139220008,TIGER 200 건설,EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,3225,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,103756,0,20110406,6100,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,196,,N,N,N
139230,KR7139230007,TIGER 200 중공업,EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,3320,1,1,N,N,N,0,N,N,N,0,0,0,50,N,90,485761,0,20110406,20640,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,685,,N,N,N
139240,KR7139240006,TIGER 200 철강소재,EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,8895,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,10221,0,20110406,1160,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,103,,N,N,N
139250,KR7139250005,TIGER 200 에너지화학,EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,13845,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,9064,0,20110406,3980,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,551,,N,N,N
139260,KR7139260004,TIGER 200 IT,EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,31135,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,70127,0,20110406,25460,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,7926,,N,N,N
139270,KR7139270003,TIGER 200 금융,EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,6330,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,5735,0,20110406,1800,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,113,,N,N,N
139280,KR7139280002,TIGER 경기방어,EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,8610,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,7513,0,20110406,7120,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,613,,N,N,N
139290,KR7139290001,TIGER 200 경기소비재,EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,14740,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,575,0,20110406,360,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,53,,N,N,N
139310,KR7139310007,TIGER 금속선물(H),EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,5490,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1652,0,20110408,600,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,32,,N,N,N
139320,KR7139320006,TIGER 금은선물(H),EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,9710,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,4122,0,20110408,800,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,77,,N,N,N
139480,KR7139480008,이마트,ST,2.0,0,16,0,N,N,N,7,Y,N,Y,,N,Y,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,79200,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,117325,5000,20110610,27875,139379095000,12.0,,0,,N,Y,Y,221161,386,-901,-804,-0.42,20230930.0,22077,577,N,N,N
139660,KR7139660005,KOSEF 미국달러선물인버스,EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,9060,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,502,0,20110401,1020,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,92,,N,N,N
139990,KR7139990006,아주스틸,ST,3.0,0,11,0,Y,N,,0,N,N,N,,N,N,,,,,N,,,0,,,,,,,,,6850,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,6777,500,20210820,26452,13226094500,12.0,,0,,N,N,Y,7096,24,-143,-157,-8.69,20230930.0,1811,,N,N,N
140570,KR7140570003,KBSTAR 수출주,EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,10550,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,116,0,20110415,500,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,52,,N,N,N
140580,KR7140580002,KBSTAR 우량업종대표주,EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,10205,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,17,0,20110415,500,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,51,,N,N,N
140700,KR7140700006,KODEX 보험,EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,8130,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,30896,0,20110426,1700,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,138,,N,N,N
140710,KR7140710005,KODEX 운송,EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,4405,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,17944,0,20110426,2700,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,118,,N,N,N
140910,KR7140910001,에이리츠,RT,3.0,0,26,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,3515,1,1,N,N,Y,0,N,N,N,0,0,0,100,N,90,1023,5000,20110714,4463,22315160000,,,0,,N,N,Y,0,0,0,0,0.0,,156,,N,N,N
140950,KR7140950007,파워 코스피100,EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,25380,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,73,0,20110503,440,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,111,,N,N,N
143210,KR7143210003,핸즈코퍼레이션,ST,3.0,0,15,0,Y,N,,0,N,N,N,,N,N,,,,,N,,,0,,,,,,,,,2965,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,263108,500,20161202,21875,10937873500,12.0,,0,,N,N,Y,5723,-3,-121,-149,-8.2,20230930.0,648,,N,N,N
143460,KR7143460004,ACE 밸류대형,EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,8930,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,52,0,20110621,600,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,53,,N,N,N
143850,KR7143850006,TIGER 미국S&P500선물(H),EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,51260,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,32692,0,20110718,5925,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,3037,,N,N,N
143860,KR7143860005,TIGER 헬스케어,EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,27040,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,87322,0,20110718,7760,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,2098,,N,N,N
144600,KR7144600004,KODEX 은선물(H),EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,4660,1,1,N,N,N,0,N,N,N,0,0,0,50,N,90,341833,0,20110718,16600,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,773,,N,N,N
145210,KR7145210001,다이나믹디자인,ST,3.0,0,12,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,3540,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,116246,500,20150319,17301,8650546500,12.0,,0,,N,N,Y,551,-35,-165,-160,-38.35,20230930.0,612,,N,N,N
145270,KR7145270005,케이탑리츠,RT,3.0,0,26,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,1018,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,184111,1000,20120131,48060,48060774000,,,0,,N,N,Y,0,0,0,0,0.0,,489,,N,N,N
145670,KR7145670006,ACE 인버스,EF,,0,0,0,N,N,N,0,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,5720,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,12943,0,20110908,500,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,28,,N,N,N
