단축코드,표준코드,한글종목명,증권그룹구분코드,시가총액 규모 구분 코드 유가,지수업종 대분류 코드,지수 업종 중분류 코드,지수업종 소분류 코드,벤처기업 여부 (Y/N),저유동성종목 여부,KRX 종목 여부,ETP 상품구분코드,KRX100 종목 여부 (Y/N),KRX 자동차 여부,KRX 반도체 여부,KRX 바이오 여부,KRX 은행 여부,기업인수목적회사여부,KRX 에너지 화학 여부,KRX 철강 여부,단기과열종목구분코드,KRX 미디어 통신 여부,KRX 건설 여부,(코스닥)투자주의환기종목여부,KRX 증권 구분,KRX 선박 구분,KRX섹터지수 보험여부,KRX섹터지수 운송여부,"KOSDAQ150지수여부 (Y,N)",주식 기준가,정규 시장 매매 수량 단위,시간외 시장 매매 수량 단위,거래정지 여부,정리매매 여부,관리 종목 여부,시장 경고 구분 코드,시장 경고위험 예고 여부,불성실 공시 여부,우회 상장 여부,락구분 코드,액면가 변경 구분 코드,증자 구분 코드,증거금 비율,신용주문 가능 여부,신용기간,전일 거래량,주식 액면가,주식 상장 일자,상장 주수(천),자본금,결산 월,공모 가격,우선주 구분 코드,공매도과열종목여부,이상급등종목여부,KRX300 종목 여부 (Y/N),매출액,영업이익,경상이익,단기순이익,ROE(자기자본이익률),기준년월,전일기준 시가총액 (억),그룹사 코드,회사신용한도초과여부,담보대출가능여부,대주가능여부
113810,KR7113810006,디젠스,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1115,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,183190,500,20121122,32628,16314025500,12,,0,,N,N,426,10,11,6,7,20230630.0,363,,N,N,N
114120,KR7114120009,크루셜텍,ST,3.0,1007,1018,1041,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,10850,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,1000,20100721,2296,2296131000,12,,0,,N,N,84,-31,-37,-37,-329,20230630.0,249,,N,N,N
114190,KR7114190002,강원에너지,ST,1.0,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,17250,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,150656,500,20091120,26123,13061519000,12,,0,,N,N,449,15,-18,-18,-11,20230630.0,4506,,N,N,N
114450,KR7114450000,그린생명과학,ST,3.0,0,1009,1024,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2305,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,41293,500,20091222,20000,10000000000,12,,0,,N,N,365,-40,-29,-35,-6,20221231.0,461,,N,N,N
114630,KR7114630007,폴라리스우노,ST,3.0,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,690,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,293512,500,20100115,63719,31959961000,12,,0,,N,N,388,25,62,49,11,20230630.0,439,,N,N,N
114810,KR7114810005,한솔아이원스,ST,2.0,1007,1018,1041,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,9050,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,60649,500,20130207,29352,14676087000,12,,0,,N,N,911,69,83,74,6,20230930.0,2656,,N,N,N
114840,KR7114840002,아이패밀리에스씨,ST,3.0,0,1009,1023,,N,N,,N,,,,,N,,,0,,,N,,,,,N,23900,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,146215,500,20211028,8600,4300486000,12,,0,,N,N,1067,164,169,130,31,20230930.0,2055,,N,N,N
115160,KR7115160004,휴맥스,ST,3.0,1007,1018,1038,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2960,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,71575,500,20091116,43970,21985062000,12,,0,,N,N,4900,81,-360,-408,-14,20230930.0,1301,,N,N,N
115180,KR7115180002,큐리언트,ST,3.0,1006,0,0,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,N,4725,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,124681,500,20160229,12420,6210410500,12,,0,,N,N,66,-188,-179,-179,-96,20230930.0,586,,N,N,N
115310,KR7115310005,인포바인,ST,3.0,1007,1016,1032,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,20650,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,5860,500,20100209,3192,1596441500,12,,0,,N,N,109,38,51,42,8,20230630.0,659,,N,N,N
115440,KR7115440000,우리넷,ST,3.0,1007,1018,1038,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6640,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,62735,500,20100127,10754,5377119500,12,,0,,N,N,371,-42,-39,-42,-13,20230630.0,714,,N,N,N
115450,KR7115450009,HLB테라퓨틱스,ST,2.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3865,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,138153,500,20100326,73307,36653598000,12,,0,,N,N,189,-40,27,25,4,20230630.0,2833,,N,N,N
115480,KR7115480006,씨유메디칼,ST,3.0,0,1009,1029,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,942,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,669487,500,20111215,48224,24112279000,12,,0,,N,N,235,40,8,3,1,20230630.0,454,,N,N,N
115500,KR7115500001,케이씨에스,ST,3.0,1007,1017,1037,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6400,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,262096,500,20100414,12000,6000000000,12,,0,,N,N,417,5,10,8,4,20221231.0,768,,N,N,N
115530,KR7115530008,씨엔플러스,ST,3.0,1007,1018,1041,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,395,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,184477,100,20111102,67963,6796300000,12,,0,,N,N,207,7,1,1,2,20230630.0,268,,N,N,N
115570,KR7115570004,스타플렉스,ST,3.0,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3070,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,97657,500,20100127,7984,3992254000,12,,0,,N,N,338,-10,3,2,1,20230630.0,245,,N,N,N
115610,KR7115610008,이미지스,ST,3.0,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3500,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,12324546,500,20100226,15541,7770813000,12,,0,,N,N,219,16,18,18,19,20221231.0,543,,N,N,N
115960,KR7115960007,연우,ST,3.0,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,13780,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,8350,500,20151102,12398,6199000000,12,,0,,N,N,1745,1,24,12,1,20230930.0,1708,,N,N,N
117670,KR7117670000,알파홀딩스,ST,3.0,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,945,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,500,20100917,37677,19146576500,12,,0,,N,N,360,-33,-45,-44,-14,20230630.0,356,,N,N,N
117730,KR7117730002,티로보틱스,ST,2.0,0,1009,1027,,N,N,,N,,,,,N,,,0,,,N,,,,,N,20550,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,541355,500,20181129,16495,8247928000,12,,0,,N,N,165,-48,-370,-371,-375,20230630.0,3389,,N,N,N
118990,KR7118990001,모트렉스,ST,2.0,0,1009,1030,,N,N,,N,,,,,N,,,0,,,N,,,,,N,16010,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,272691,500,20170804,24861,12453206500,12,,0,,N,N,4249,506,461,343,24,20230930.0,3980,,N,N,N
119500,KR7119500007,포메탈,ST,3.0,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3485,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,55852,500,20100917,11847,6012340000,12,,0,,N,N,696,20,17,17,4,20221231.0,412,,N,N,N
119610,KR7119610004,인터로조,ST,2.0,0,1009,1029,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,N,29150,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,112630,500,20100728,13216,6608239000,12,,0,,N,N,642,172,149,115,12,20230630.0,3852,,N,N,N
119830,KR7119830008,아이텍,ST,3.0,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7530,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,115797,500,20101026,21434,10717148500,12,,0,,N,N,336,-63,-77,-76,-9,20230630.0,1614,,N,N,N
119850,KR7119850006,지엔씨에너지,ST,3.0,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4300,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,317638,500,20131002,16448,8374454500,12,,0,,N,N,1016,43,54,44,5,20230930.0,707,,N,N,N
119860,KR7119860005,커넥트웨이브,ST,2.0,1007,1017,1034,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,11110,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,31718,500,20110124,46747,23373591500,12,,0,,N,N,3464,286,330,228,5,20230930.0,5193,,N,N,N
120240,KR7120240007,대정화금,ST,3.0,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,16800,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,21564,500,20101220,7190,3595195500,12,,0,,N,N,966,116,168,137,10,20221231.0,1207,,N,N,N
121440,KR7121440002,골프존뉴딘홀딩스,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3955,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,39480,500,20110520,42836,21418409000,12,,0,,N,N,3366,465,429,357,7,20230930.0,1694,,N,N,N
121600,KR7121600001,나노신소재,ST,1.0,0,1009,1023,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,122400,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,53353,500,20110209,12159,6079939000,12,,0,,N,Y,617,82,144,130,7,20230930.0,14883,,N,N,N
121800,KR7121800007,비덴트,ST,2.0,1007,1018,1038,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,3320,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,500,20111201,77201,38600805500,12,,0,,N,N,53,-33,11,-20,-1,20230630.0,2563,,N,N,N
121850,KR7121850002,코이즈,ST,3.0,1007,1018,1041,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1549,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,86715,500,20120927,30614,15307087500,12,,0,,N,N,126,-28,-29,-29,-22,20230930.0,474,,N,N,N
121890,KR7121890008,에스디시스템,ST,3.0,1007,1018,1039,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2125,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,124762,500,20100716,12686,6343060000,12,,0,,N,N,225,-7,-6,-6,-7,20221231.0,269,,N,N,N
122310,KR7122310006,제노레이,ST,3.0,0,1009,1029,,N,N,,N,,,,,N,,,0,,,N,,,,,N,6820,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,25323,500,20180528,14553,7276922000,12,,0,,N,N,672,86,92,85,13,20230930.0,992,,N,N,N
122350,KR7122350002,삼기,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2220,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,153257,100,20100319,38339,3833942800,12,,0,,N,N,2658,76,36,30,3,20230630.0,851,,N,N,N
122450,KR7122450000,KX,ST,3.0,1007,1016,1033,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5050,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,95223,500,20110525,45335,22768238500,12,,0,,N,N,1866,271,221,154,8,20230630.0,2289,,N,N,N
122640,KR7122640006,예스티,ST,2.0,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,16990,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,2110718,500,20151216,19044,9522171000,12,,0,,N,N,352,-19,-108,-110,-27,20230630.0,3235,,N,N,N
122690,KR7122690001,서진오토모티브,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3580,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,51780,500,20100525,21228,10614065500,12,,0,,N,N,17186,606,439,297,10,20230930.0,759,,N,N,N
122870,KR7122870009,와이지엔터테인먼트,ST,1.0,0,1015,0,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,53800,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,448727,500,20111123,18679,9339854500,12,,0,,N,Y,4598,786,907,732,18,20230930.0,10049,,N,N,N
122990,KR7122990005,와이솔,ST,3.0,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7170,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,65737,500,20100910,28186,14093470500,12,,0,,N,N,2794,81,181,152,6,20230930.0,2021,,N,N,N
123010,KR7123010001,아이윈플러스,ST,3.0,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1595,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,763750,500,20160720,32658,16329271000,12,,0,,N,N,135,-52,-45,-40,-15,20230630.0,520,,N,N,N
123040,KR7123040008,엠에스오토텍,ST,2.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5280,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,142656,500,20100806,45658,22829138500,12,,0,,N,N,17054,1525,1390,1018,14,20230930.0,2410,,N,N,N
123330,KR7123330003,제닉,ST,3.0,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3735,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,41408,500,20110803,7000,3500000000,12,,0,,N,N,219,-20,-22,-22,-20,20230930.0,261,,N,N,N
123410,KR7123410003,코리아에프티,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3235,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,131597,100,20100827,27841,2784106400,12,,0,,N,N,4801,226,244,222,19,20230930.0,900,,N,N,N
123420,KR7123420002,위메이드플레이,ST,3.0,1007,1017,1035,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,11020,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,250696,500,20101110,11469,5734921000,12,,0,,N,N,605,-6,79,44,4,20230630.0,1263,,N,N,N
123570,KR7123570004,이엠넷,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2965,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,37306,500,20111125,22276,11138039000,12,,0,,N,N,257,20,37,32,5,20230930.0,660,,N,N,N
123750,KR7123750002,알톤스포츠,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3410,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,40019,500,20100702,12746,6373148500,12,,0,,N,N,389,19,17,16,8,20230930.0,434,,N,N,N
123840,KR7123840001,한일진공,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,1,N,N,N,N,N,N,N,N,446,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,260407,100,20101005,101396,10139662400,12,,0,,N,N,29,-70,-59,-62,-19,20230930.0,452,,N,N,N
123860,KR7123860009,아나패스,ST,2.0,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,22450,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,157659,500,20101105,11972,6009635500,12,,0,,N,N,433,-70,-102,-131,-30,20221231.0,2687,,N,N,N
124500,KR7124500000,아이티센,ST,3.0,1007,1017,1037,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3860,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,81099,500,20141223,20511,10255863500,12,,0,,N,N,12492,29,-8,-28,-6,20230630.0,791,,N,N,N
124560,KR7124560004,태웅로직스,ST,3.0,0,1013,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,3260,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,73320,100,20191210,38416,3841658400,12,,0,,N,N,5681,236,224,172,11,20230930.0,1252,,N,N,N
125210,KR7125210005,아모그린텍,ST,2.0,1007,1018,1041,,N,N,,N,,,,,N,,,0,,,N,,,,,N,11960,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,109210,500,20190329,16496,8248395000,12,,0,,N,N,1421,88,78,114,23,20221231.0,1973,,N,N,N
126340,KR7126340009,비나텍,ST,2.0,1007,1018,1041,,N,N,,N,,,,,N,,,0,,,N,,,,,N,46500,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,69618,500,20200923,5803,2901698500,12,,0,,N,N,404,21,18,22,5,20230930.0,2698,,N,N,N
126600,KR7126600006,BGF에코머티리얼즈,ST,2.0,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4215,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,179151,500,20101112,54033,27016637500,12,,0,,N,N,1345,81,-105,-169,-14,20230630.0,2277,,N,N,N
126640,KR7126640002,화신정공,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1674,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,59380,100,20100831,36373,3637388700,12,,0,,N,N,3179,93,88,71,7,20221231.0,608,,N,N,N
126700,KR7126700004,하이비젼시스템,ST,2.0,0,1009,1029,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,19850,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,174426,500,20100910,14942,7471056000,12,,0,,N,N,2245,502,539,435,24,20230930.0,2966,,N,N,N
126880,KR7126880004,제이엔케이히터,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5370,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,107801,500,20110131,23204,11602451500,12,,0,,N,N,1971,69,74,74,7,20221231.0,1246,,N,N,N
127120,KR7127120004,디엔에이링크,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,3820,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,15963,500,20111226,18686,9343278000,12,,0,,N,N,90,-29,-18,-18,-13,20230630.0,713,,N,N,N
127710,KR7127710002,아시아경제,ST,3.0,1007,1017,1035,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1339,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,18865,500,20150731,34904,17452041000,12,,0,,N,N,463,-146,-133,-122,-13,20230630.0,467,,N,N,N
127980,KR7127980001,화인써키트,ST,3.0,1007,1018,1040,,N,N,,N,,,,,N,,,0,,,N,,,,,N,7710,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,17230,100,20230217,11840,1184068400,12,,0,,N,N,518,32,-8,-9,-4,20230930.0,912,,N,N,N
128540,KR7128540002,에코캡,ST,3.0,0,1009,1030,,N,N,,N,,,,,N,,,0,,,N,,,,,N,2815,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,47119,100,20181205,26690,2669046000,12,,0,,N,N,723,2,11,8,2,20230630.0,751,,N,N,N
128660,KR7128660008,피제이메탈,ST,3.0,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3755,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,17233,500,20101213,24803,12401684500,12,,0,,N,N,1199,39,145,114,35,20230630.0,931,,N,N,N
129890,KR7129890000,앱코,ST,3.0,1007,1018,1039,,N,N,,N,,,,,N,,,0,,,N,,,,,N,905,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,556939,100,20201202,50643,5064341000,12,,0,,N,N,827,-155,-168,-176,-27,20221231.0,458,,N,N,N
129920,KR7129920005,대성하이텍,ST,3.0,0,1009,1027,,N,N,,N,,,,,N,,,0,,,N,,,,,N,6390,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,92711,100,20220822,13715,1616945300,12,,0,,N,N,396,-13,-33,-29,-8,20230630.0,876,,N,N,N
130500,KR7130500002,GH신소재,ST,3.0,0,1009,1020,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2970,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,109224,500,20130802,14545,7272526000,12,,0,,N,N,641,1,-9,-8,1,20230930.0,431,,N,N,N
130580,KR7130580004,나이스디앤비,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6200,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,2986,500,20111222,15400,7700000000,12,,0,,N,N,478,101,111,88,20,20230630.0,954,,N,N,N
130740,KR7130740004,티피씨글로벌,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2775,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,157193,500,20110208,11276,5638339500,12,,0,,N,N,571,-30,-50,-53,-6,20230930.0,312,,N,N,N
131030,KR7131030009,옵투스제약,ST,3.0,0,1009,1024,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5220,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,105013,500,20101203,16153,8282398500,12,,0,,N,N,587,53,68,50,4,20221231.0,843,,N,N,N
131090,KR7131090003,시큐브,ST,3.0,1007,1017,1036,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1007,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,38918,100,20111221,44000,4400000000,12,,0,,N,N,45,3,10,8,4,20230630.0,443,,N,N,N
131100,KR7131100000,티엔엔터테인먼트,ST,3.0,1007,1016,1033,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2010,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,24459,500,20110614,28048,14024126000,12,,0,,N,N,361,22,9,9,5,20230331.0,563,,N,N,N
131180,KR7131180002,딜리,ST,3.0,1007,1018,1039,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1216,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,8912,100,20110131,29350,2935000000,12,,0,,N,N,116,-6,3,3,1,20230630.0,356,,N,N,N
131220,KR7131220006,대한과학,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6180,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,16531,500,20111011,7454,3727245000,12,,0,,N,N,346,36,37,31,13,20230630.0,460,,N,N,N
131290,KR7131290009,티에스이,ST,2.0,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,50300,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,110741,500,20110105,11061,5530714500,12,,0,,N,N,1019,-101,-84,-80,-5,20230630.0,5563,,N,N,N
131370,KR7131370009,알서포트,ST,3.0,1007,1017,1035,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3810,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,208652,100,20110105,53267,5326708300,12,,0,,N,N,360,60,66,53,8,20230930.0,2029,,N,N,N
131400,KR7131400004,이브이첨단소재,ST,2.0,1007,1018,1041,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3360,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1202697,500,20101227,59194,29597089500,12,,0,,N,N,514,0,90,102,14,20230930.0,1988,,N,N,N
131760,KR7131760001,파인텍,ST,3.0,1007,1018,1041,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,930,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,89099,500,20150817,43431,21845701000,12,,0,,N,N,352,-45,-40,-52,-20,20230930.0,403,,N,N,N
131970,KR7131970006,두산테스나,ST,2.0,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,61500,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,723668,500,20131022,14759,7379788500,12,,0,,N,N,2777,672,611,523,18,20221231.0,9077,391,N,N,N
133750,KR7133750000,메가엠디,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2690,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,4821562,500,20151218,23407,11703538500,12,,0,,N,N,293,-22,-20,-19,-4,20230930.0,629,,N,N,N
134060,KR7134060003,이퓨쳐,ST,3.0,0,1009,1022,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5160,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,7117,500,20110427,4769,2384625000,12,,0,,N,N,111,18,21,29,14,20221231.0,246,,N,N,N
134580,KR7134580000,탑코미디어,ST,3.0,1007,1018,1038,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3570,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,29422,500,20131126,22025,11012883500,12,,0,,N,N,112,-76,-76,-76,-42,20230630.0,786,,N,N,N
136410,KR7136410008,아셈스,ST,3.0,0,1009,1023,,N,N,,N,,,,,N,,,0,,,N,,,,,N,6570,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,7215,500,20220207,11019,5671183000,12,,0,,N,N,234,28,36,30,10,20230630.0,723,,N,N,N
136480,KR7136480001,하림,ST,2.0,0,1009,1019,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2885,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,295816,500,20110502,106209,53104851000,12,,0,,N,N,11213,549,246,200,9,20230930.0,3064,HRM,N,N,N
136510,KR7136510005,스마트솔루션즈,ST,2.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,11600,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,500,20111118,48534,24267334500,12,,0,,N,N,12,-33,-34,-34,-36100000,20230630.0,5630,,N,N,N
136540,KR7136540002,윈스,ST,3.0,1007,1017,1036,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,12110,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,15268,500,20110502,13864,6932081000,12,,0,,N,N,692,146,170,137,10,20230930.0,1678,,N,N,N
