단축코드,표준코드,한글종목명,증권그룹구분코드,시가총액 규모 구분 코드 유가,지수업종 대분류 코드,지수 업종 중분류 코드,지수업종 소분류 코드,벤처기업 여부 (Y/N),저유동성종목 여부,KRX 종목 여부,ETP 상품구분코드,KRX100 종목 여부 (Y/N),KRX 자동차 여부,KRX 반도체 여부,KRX 바이오 여부,KRX 은행 여부,기업인수목적회사여부,KRX 에너지 화학 여부,KRX 철강 여부,단기과열종목구분코드,KRX 미디어 통신 여부,KRX 건설 여부,(코스닥)투자주의환기종목여부,KRX 증권 구분,KRX 선박 구분,KRX섹터지수 보험여부,KRX섹터지수 운송여부,"KOSDAQ150지수여부 (Y,N)",주식 기준가,정규 시장 매매 수량 단위,시간외 시장 매매 수량 단위,거래정지 여부,정리매매 여부,관리 종목 여부,시장 경고 구분 코드,시장 경고위험 예고 여부,불성실 공시 여부,우회 상장 여부,락구분 코드,액면가 변경 구분 코드,증자 구분 코드,증거금 비율,신용주문 가능 여부,신용기간,전일 거래량,주식 액면가,주식 상장 일자,상장 주수(천),자본금,결산 월,공모 가격,우선주 구분 코드,공매도과열종목여부,이상급등종목여부,KRX300 종목 여부 (Y/N),매출액,영업이익,경상이익,단기순이익,ROE(자기자본이익률),기준년월,전일기준 시가총액 (억),그룹사 코드,회사신용한도초과여부,담보대출가능여부,대주가능여부
900110,HK0000057197,이스트아시아홀딩스,FS,,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,118,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,3220959,0,20100423,291932,721809022,12,,0,,N,N,259,25,36,22,1,20230630.0,344,,N,N,N
900270,HK0000214814,헝셩그룹,FS,,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,218,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,626910,0,20160818,85682,426856016,12,,0,,N,N,494,-13,-26,-24,-2,20230630.0,186,,N,N,N
900260,HK0000295359,로스웰,FS,,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,819,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,125540,0,20160630,36031,1002602908,12,,0,,N,N,1419,49,35,33,3,20230630.0,295,,N,N,N
900290,HK0000307485,GRT,FS,,0,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,2680,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,25314,0,20161025,67375,770089223,6,,0,,N,N,7677,787,712,588,8,20230630.0,1805,,N,N,N
900300,HK0000312568,오가닉티코스메틱,FS,,0,0,0,,N,N,,N,,,,,N,,,0,,,Y,,,,,N,135,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1329498,0,20161104,245263,0,12,,0,,N,N,776,-365,-390,-330,-19,20230630.0,331,,N,N,N
900310,HK0000341732,컬러레이,FS,,0,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,884,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,339249,0,20170810,64041,398343224,12,,0,,N,N,159,60,73,65,5,20230630.0,566,,N,N,N
900340,HK0000449303,윙입푸드,FS,,0,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,789,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,113362,0,20181130,47973,293632368,12,,0,,N,N,854,142,110,80,9,20230630.0,378,,N,N,N
000250,KR7000250001,삼천당제약,ST,1.0,0,1009,1024,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,64800,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,281099,500,20001004,23457,11728736000,12,,0,,N,Y,917,51,2,-8,-4,20230630.0,15200,,N,N,N
000440,KR7000440008,중앙에너비스,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,17210,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,32050,500,19930324,6227,3113565000,12,,0,,N,N,416,-7,-3,-3,-1,20230930.0,1071,,N,N,N
001000,KR7001000009,신라섬유,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1709,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,23207,100,19940628,24277,2427754000,12,,0,,N,N,44,5,0,0,0,20221231.0,414,,N,N,N
001540,KR7001540004,안국약품,ST,3.0,0,1009,1024,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,N,7780,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,13697,500,20000615,13042,6521210000,12,,0,,N,N,1695,44,58,40,3,20230930.0,1014,,N,N,N
001810,KR7001810001,무림SP,ST,3.0,0,1009,1021,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1815,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,16680,500,20000104,22137,11068750000,12,,0,,N,N,782,-72,-67,-50,-5,20230630.0,401,,N,N,N
001840,KR7001840008,이화공영,ST,3.0,0,1010,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3310,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,34646,500,19941123,19805,9902880000,12,,0,,N,N,1946,1,7,6,1,20221231.0,655,,N,N,N
002230,KR7002230001,피에스텍,ST,3.0,0,1009,1029,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4000,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,3379,500,19910104,19370,9834621500,12,,0,,N,N,331,10,79,64,10,20230630.0,774,,N,N,N
002290,KR7002290005,삼일기업공사,ST,3.0,0,1010,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4045,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,49563,500,19921130,12400,6200000000,12,,0,,N,N,636,22,32,25,4,20221231.0,501,,N,N,N
002680,KR7002680007,한탑,ST,3.0,0,1009,1019,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1241,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,175657,500,19950707,29994,14997408500,12,,0,,N,N,725,5,-45,-49,-13,20230930.0,372,,N,N,N
002800,KR7002800001,신신제약,ST,3.0,0,1009,1024,,N,N,,N,,,,,N,,,0,,,N,,,,,N,6450,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,292586,500,20170228,15170,7585250000,12,,0,,N,N,780,55,43,49,11,20230930.0,978,,N,N,N
003100,KR7003100005,선광,ST,3.0,0,1013,0,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,17900,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,21018,1000,19991221,6600,6600000000,12,,0,,N,Y,1355,271,247,213,8,20230930.0,1181,,N,N,N
003310,KR7003310000,대주산업,ST,3.0,0,1009,1019,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1733,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,90374,500,19920801,35392,18696175000,12,,0,,N,N,758,40,37,30,6,20230930.0,613,,N,N,N
003380,KR7003380003,하림지주,ST,1.0,0,1014,0,,N,Y,,N,,,,,N,,,0,,,N,,,,,Y,7290,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,312078,100,20170630,112005,11242047800,12,,0,,N,Y,91989,5237,2116,1871,3,20230930.0,8165,HRM,N,N,N
003800,KR7003800000,에이스침대,ST,2.0,0,1009,1031,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,26200,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,988,1000,19960503,11090,11090000000,12,,0,,N,N,2227,381,420,351,7,20230930.0,2905,,N,N,N
004590,KR7004590006,한국가구,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4020,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,13345,100,19930603,15000,1500000000,12,,0,,N,N,478,65,70,55,7,20230630.0,603,,N,N,N
004650,KR7004650008,창해에탄올,ST,3.0,0,1009,1019,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9740,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,16617,500,20140730,9190,4595442500,12,,0,,N,N,571,61,-67,-77,-12,20230630.0,895,,N,N,N
004780,KR7004780003,대륙제관,ST,3.0,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4125,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,19053,500,19941229,15903,7951599500,12,,0,,N,N,2760,97,109,97,8,20221231.0,656,,N,N,N
005160,KR7005160007,동국산업,ST,2.0,0,1009,1026,N,N,Y,,N,N,N,N,N,N,N,Y,0,N,N,N,N,N,N,N,N,4760,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,55249,1000,19990625,54244,54244482000,12,,0,,N,N,3751,-224,-246,-190,-5,20230630.0,2582,,N,N,N
005290,KR7005290002,동진쎄미켐,ST,1.0,1007,1018,1040,N,N,Y,,N,N,N,N,N,N,Y,N,0,N,N,N,N,N,N,N,Y,37000,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,370011,500,19991221,51414,25707247000,12,,0,,N,Y,6764,968,891,669,19,20230630.0,19023,,N,N,N
005670,KR7005670005,푸드웰,ST,3.0,0,1009,1019,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4930,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,11394,500,19931207,10000,5000000000,12,,0,,N,N,1619,57,46,49,5,20230930.0,493,,N,N,N
005710,KR7005710009,대원산업,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5850,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,10069,500,19930621,20037,10018800000,12,,0,,N,N,5909,357,376,268,8,20230930.0,1172,,N,N,N
005860,KR7005860002,한일사료,ST,2.0,0,1009,1019,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4375,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,284642,500,19941107,39403,19701842500,12,,0,,N,N,2958,37,1519,1170,146,20230930.0,1723,,N,N,N
005990,KR7005990007,매일홀딩스,ST,3.0,0,1009,1019,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,8620,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,6047,500,19990514,13718,6859152000,12,,0,,N,N,16091,661,667,475,8,20230930.0,1182,,N,N,N
006050,KR7006050009,국영지앤엠,ST,3.0,0,1009,1025,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1400,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,47052,500,19941007,34895,17447621500,12,,0,,N,N,636,21,24,19,4,20221231.0,488,,N,N,N
006140,KR7006140008,피제이전자,ST,3.0,0,1009,1029,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6090,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,8377,500,19931207,15000,7500000000,12,,0,,N,N,1577,61,92,70,6,20221231.0,913,,N,N,N
006580,KR7006580005,대양제지,ST,3.0,0,1009,1021,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3085,1,1,N,N,Y,0,N,N,N,0,0,0,100,N,90,8880,500,19931229,26850,13425000000,12,,0,,N,N,1111,-9,7,6,2,20230930.0,828,,N,N,N
006620,KR7006620009,동구바이오제약,ST,3.0,0,1009,1024,,N,N,,N,,,,,N,,,0,,,N,,,,,N,5470,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,67354,500,20180213,28464,14232496000,12,,0,,N,N,1537,97,87,67,9,20230930.0,1557,,N,N,N
006730,KR7006730006,서부T&D,ST,2.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,7610,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,86874,500,19951006,61563,30781620500,12,,0,,N,N,1204,222,-83,-96,-3,20230930.0,4684,,N,N,N
006910,KR7006910004,보성파워텍,ST,3.0,0,1009,1026,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,Y,N,N,N,2970,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,598574,500,19940907,49129,24564912000,12,,0,,N,N,542,-45,-112,-111,-13,20221231.0,1459,,N,N,N
006920,KR7006920003,모헨즈,ST,3.0,0,1009,1025,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4195,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,112769,500,19890105,10920,5460000000,12,,0,,N,N,824,99,103,86,33,20230930.0,458,,N,N,N
007330,KR7007330004,푸른저축은행,ST,3.0,0,1014,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9000,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,16719,1000,19931207,15082,15082800000,12,,0,,N,N,790,263,266,201,7,20221231.0,1357,,N,N,N
007370,KR7007370000,진양제약,ST,3.0,0,1009,1024,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6100,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,97159,500,20000727,12000,6000000000,12,,0,,N,N,763,111,145,123,17,20221231.0,732,,N,N,N
007390,KR7007390008,네이처셀,ST,2.0,0,1009,1024,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,8140,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,366064,500,19921130,64157,32078578000,12,,0,,N,Y,153,-48,-53,-56,-12,20230930.0,5222,,N,N,N
007530,KR7007530009,와이엠,ST,3.0,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2975,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,20078,500,19940805,19174,9587226000,12,,0,,N,N,819,17,3,0,0,20230630.0,570,,N,N,N
007680,KR7007680002,대원,ST,3.0,0,1010,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,5200,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1708,500,20171201,13446,6723237000,12,,0,,N,N,3521,-196,-213,-171,-7,20230930.0,699,,N,N,N
007720,KR7007720006,대명소노시즌,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,610,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,95641,500,19940106,100800,50400225000,12,,0,,N,N,1208,-7,13,8,1,20230930.0,614,,N,N,N
007770,KR7007770001,한일화학,ST,3.0,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,17070,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,10479,500,19920907,3510,1755000000,12,,0,,N,N,656,-46,-51,-50,-8,20230630.0,599,,N,N,N
007820,KR7007820004,에스엠코어,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5380,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,25183,500,20111108,20033,10016973000,12,,0,,N,N,726,-46,-44,-45,-14,20230630.0,1077,535,N,N,N
008290,KR7008290009,원풍물산,ST,3.0,0,1009,1020,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,710,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,46665,500,19970718,40693,20346839500,12,,0,,N,N,333,2,-22,-35,-19,20221231.0,288,,N,N,N
008370,KR7008370009,원풍,ST,3.0,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4330,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,97141,500,19921218,12000,6000000000,12,,0,,N,N,557,40,62,61,9,20230930.0,519,,N,N,N
008470,KR7008470007,부스타,ST,3.0,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4880,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,7225,500,20110223,8404,4202400000,12,,0,,N,N,738,3,5,2,0,20230930.0,410,,N,N,N
008830,KR7008830002,대동기어,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7850,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,514201,500,19910517,8987,4493760000,12,,0,,N,N,2421,76,46,42,6,20221231.0,705,,N,N,N
009300,KR7009300005,삼아제약,ST,3.0,0,1009,1024,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,16200,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,5019,1000,20000719,6370,6370000000,12,,0,,N,N,718,189,224,164,12,20230930.0,1031,,N,N,N
009520,KR7009520008,포스코엠텍,ST,1.0,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,23450,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,387894,500,19971110,41642,20821351500,12,,0,,N,N,3422,64,66,48,4,20221231.0,9765,853,N,N,N
009620,KR7009620006,삼보산업,ST,3.0,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1435,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,3434735,100,19931207,48556,4855605700,12,,0,,N,N,2262,45,-22,-27,-34,20230630.0,696,,N,N,N
009730,KR7009730003,코센,ST,3.0,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2850,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,329197,500,19900727,30556,15278387000,12,,0,,N,N,666,20,25,29,17,20221231.0,870,,N,N,N
009780,KR7009780008,엠에스씨,ST,3.0,0,1009,1019,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5400,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,10122,500,19931012,17600,8800000000,12,,0,,N,N,1442,188,187,150,14,20230930.0,950,,N,N,N
010170,KR7010170009,대한광통신,ST,3.0,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1353,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,243449,500,19941107,74511,37255583000,12,,0,,N,N,1454,-82,-116,-117,-16,20230930.0,1008,,N,N,N
010240,KR7010240000,흥국,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5920,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,15129,500,20090512,12322,6161348000,12,,0,,N,N,808,101,113,89,19,20230630.0,729,,N,N,N
010280,KR7010280006,쌍용정보통신,ST,3.0,1007,1017,1037,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,857,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,197716,500,20000414,65123,32561893000,12,,0,,N,N,1871,2,22,11,5,20230630.0,558,,N,N,N
010470,KR7010470003,오리콤,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,12700,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,171367,1000,20001024,11975,11975050000,12,,0,,N,N,1488,55,65,51,6,20230930.0,1520,391,N,N,N
011040,KR7011040003,경동제약,ST,3.0,0,1009,1024,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6650,1,1,N,N,N,0,N,N,N,0,0,0,50,N,90,176540,500,19921218,30768,15684383000,12,,0,,N,N,1179,-93,-29,-9,0,20230930.0,2046,,N,N,N
011080,KR7011080009,형지I&C,ST,3.0,0,1009,1020,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,916,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,45038,500,20040702,25503,12751681500,12,,0,,N,N,344,6,-13,-13,-10,20230630.0,233,,N,N,N
011320,KR7011320009,유니크,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5100,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,53856,500,19931229,19320,9660347500,12,,0,,N,N,1605,60,64,66,11,20230630.0,985,,N,N,N
011370,KR7011370004,서한,ST,3.0,0,1010,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,953,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,96178,500,19940524,100894,50447432500,12,,0,,N,N,4220,143,69,67,2,20230930.0,961,,N,N,N
011560,KR7011560000,세보엠이씨,ST,3.0,0,1010,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,8730,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,40067,500,19961223,10530,5265000000,12,,0,,N,N,6197,258,264,203,14,20230930.0,919,,N,N,N
012340,KR7012340006,뉴인텍,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1111,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,163979,500,19970212,50907,25453581000,12,,0,,N,N,620,-60,-67,-67,-32,20230930.0,565,,N,N,N
012620,KR7012620001,원일특강,ST,3.0,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9100,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,6899,500,19940628,4400,2200000000,12,,0,,N,N,1975,88,64,62,8,20230630.0,400,,N,N,N
012700,KR7012700001,리드코프,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6000,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,51416,500,19960119,26446,13777741000,12,,0,,N,N,3578,67,37,62,2,20230930.0,1586,,N,N,N
012790,KR7012790002,신일제약,ST,3.0,0,1009,1024,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7150,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,13110,500,19990813,11986,5993207500,12,,0,,N,N,800,137,146,122,10,20221231.0,857,,N,N,N
012860,KR7012860003,모베이스전자,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1930,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,479105,500,19941026,73233,36616728500,12,,0,,N,N,4677,114,92,77,10,20230630.0,1413,,N,N,N
013030,KR7013030002,하이록코리아,ST,2.0,0,1009,1026,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,Y,N,N,N,27600,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,44114,500,19891215,12856,6806616000,12,,0,,N,N,1419,407,494,390,13,20230930.0,3548,,N,N,N
013120,KR7013120001,동원개발,ST,2.0,0,1010,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3555,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,389431,500,19941229,90808,45404050000,12,,0,,N,N,5720,460,648,483,6,20230930.0,3228,,N,N,N
013310,KR7013310008,아진산업,ST,2.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4350,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1034882,500,20151222,38806,19403291000,12,,0,,N,N,5692,608,434,359,18,20230930.0,1688,,N,N,N
013720,KR7013720008,CBI,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1990,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1231236,1000,19931229,40682,40682108000,12,,0,,N,N,240,12,-113,-113,-37,20230930.0,809,,N,N,N
013810,KR7013810007,스페코,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3475,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,143498,500,19971103,14655,7327735000,12,,0,,N,N,172,-35,-15,-17,-4,20230930.0,509,,N,N,N
013990,KR7013990007,아가방컴퍼니,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3780,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,405871,500,20020117,32887,16443768000,12,,0,,N,N,1333,111,114,80,7,20230930.0,1243,,N,N,N
014100,KR7014100002,메디앙스,ST,3.0,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,3025,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,16376,500,19950103,11800,5900000000,12,,0,,N,N,480,-23,11,30,5,20230930.0,356,,N,N,N
014190,KR7014190003,원익큐브,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1739,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,479865,500,19960426,35399,17699953000,12,,0,,N,N,1828,53,59,48,6,20230930.0,615,,N,N,N
014200,KR7014200000,광림,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1006,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,500,19930707,90706,45353348000,12,,0,,N,N,890,56,127,-5,5,20230630.0,912,,N,N,N
014470,KR7014470009,부방,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4150,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,2376785,500,19940225,60052,30026130000,12,,0,,N,N,2412,-17,15,18,1,20230930.0,2492,,N,N,N
014570,KR7014570006,고려제약,ST,3.0,0,1009,1024,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7190,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,83579,500,20001207,11000,5500000000,12,,0,,N,N,800,143,147,118,15,20221231.0,790,,N,N,N
014620,KR7014620009,성광벤드,ST,2.0,0,1009,1026,N,N,Y,,N,N,N,N,N,N,N,N,0,N,Y,N,N,N,N,N,N,12460,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,138314,500,20010111,28600,14300000000,12,,0,,N,N,1913,377,436,338,9,20230930.0,3563,,N,N,N
014940,KR7014940001,오리엔탈정공,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2855,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,71452,500,20011226,45573,22786830500,12,,0,,N,N,1136,104,96,93,14,20230930.0,1301,,N,N,N
014970,KR7014970008,삼륭물산,ST,3.0,0,1009,1021,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3690,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,8718,500,19921229,15125,7562500000,12,,0,,N,N,421,-3,3,1,0,20230630.0,558,,N,N,N
015710,KR7015710007,코콤,ST,3.0,1007,1018,1038,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4650,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,446062,500,19970930,17530,8765250000,12,,0,,N,N,453,-6,4,7,1,20230630.0,815,,N,N,N
015750,KR7015750003,성우하이텍,ST,1.0,0,1009,1030,N,N,Y,,N,Y,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,9270,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1264189,500,19951104,80000,40000000000,12,,0,,N,N,31389,1465,1257,1035,11,20230930.0,7416,,N,N,N
